sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/405179,102.100.100/405179,3312,NRS,DAR20231214_0030_0,1.14,,,,-9999,-9999,-9999,-9999,1
102.100.100/405185,102.100.100/405185,3314,NRS,DAR20231214_0030_18,1.03,,,,-9999,-9999,-9999,-9999,1
102.100.100/405180,102.100.100/405180,3315,NRS,DAR20231214_0330_0,1.25,,,,-9999,-9999,-9999,-9999,1
102.100.100/405186,102.100.100/405186,3317,NRS,DAR20231214_0330_18,1.2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405181,102.100.100/405181,3318,NRS,DAR20231214_0630_0,1.5,,,,-9999,-9999,-9999,-9999,1
102.100.100/405187,102.100.100/405187,3320,NRS,DAR20231214_0630_18.5,0.975,,,,-9999,-9999,-9999,-9999,1
102.100.100/403744,102.100.100/403744,3290,NRS,DAR20240410_0,0.7,,,,12.8,meth_3.3.3,-9999,-9999,1
102.100.100/403735,102.100.100/403735,3292,NRS,DAR20240410_19,0.7,,,,4.96,meth_3.3.3,-9999,-9999,1
102.100.100/404426,102.100.100/404426,3531,NRS,DAR20240603_2130_0,0.7,,,,2.59,meth_3.3.3,-9999,-9999,1
102.100.100/404438,102.100.100/404438,3533,NRS,DAR20240603_2130_18.5,0.8,,,,3.86,meth_3.3.3,-9999,-9999,1
102.100.100/405182,102.100.100/405182,3528,NRS,DAR20240604_0030_0,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405188,102.100.100/405188,3530,NRS,DAR20240604_0030_17,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405183,102.100.100/405183,3534,NRS,DAR20240604_0330_0,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405189,102.100.100/405189,3536,NRS,DAR20240604_0330_18.5,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405184,102.100.100/405184,3526,NRS,DAR20240604_0630_0,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405190,102.100.100/405190,3527,NRS,DAR20240604_0630_19,0.7,,,,-9999,-9999,-9999,-9999,1
102.100.100/405016,102.100.100/405016,3656,NRS,DAR20240903_0,0.7,,,,4.52,meth_3.3.3,-9999,-9999,1
102.100.100/405034,102.100.100/405034,3657,NRS,DAR20240903_15,0.7,,,,5.64,meth_3.3.3,-9999,-9999,1
102.100.100/405389,102.100.100/405389,3722,NRS,DAR20241119_2130_0,0.7,,,,5.71,meth_3.3.3,-9999,-9999,1
102.100.100/405409,102.100.100/405409,3723,NRS,DAR20241119_2130_10,0.7,,,,7.54,meth_3.3.3,-9999,-9999,1
102.100.100/405410,102.100.100/405410,3724,NRS,DAR20241119_2130_18,0.7,,,,5.81,meth_3.3.3,-9999,-9999,1
102.100.100/665413,102.100.100/665413,3795,NRS,DAR20250224_0,1,,,,6.39,meth_3.3.3,-9999,-9999,1
102.100.100/684943,102.100.100/684943,3796,NRS,DAR20250224_15,1,,,,8.14,meth_3.3.3,-9999,-9999,1
102.100.100/21981,102.100.100/21981,,NRS,KAI20150629_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21982,102.100.100/21982,,NRS,KAI20150629_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21986,102.100.100/21986,,NRS,KAI20150629_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21983,102.100.100/21983,,NRS,KAI20150629_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21984,102.100.100/21984,,NRS,KAI20150629_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21985,102.100.100/21985,,NRS,KAI20150629_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21992,102.100.100/21992,,NRS,KAI20150909_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21993,102.100.100/21993,,NRS,KAI20150909_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21997,102.100.100/21997,,NRS,KAI20150909_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21994,102.100.100/21994,,NRS,KAI20150909_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21995,102.100.100/21995,,NRS,KAI20150909_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21996,102.100.100/21996,,NRS,KAI20150909_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22004,102.100.100/22004,,NRS,KAI20151116_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22005,102.100.100/22005,,NRS,KAI20151116_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22009,102.100.100/22009,,NRS,KAI20151116_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22006,102.100.100/22006,,NRS,KAI20151116_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22007,102.100.100/22007,,NRS,KAI20151116_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/22008,102.100.100/22008,,NRS,KAI20151116_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/34224,102.100.100/34224,,NRS,KAI20160223_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,17.09,meth_3.3.1,1.92,meth_3.3.1,1
102.100.100/34225,102.100.100/34225,,NRS,KAI20160223_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,18.32,meth_3.3.1,1.88,meth_3.3.1,1
102.100.100/34229,102.100.100/34229,,NRS,KAI20160223_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,7.98,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/34226,102.100.100/34226,,NRS,KAI20160223_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,16.88,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/34227,102.100.100/34227,,NRS,KAI20160223_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,32.59,meth_3.3.1,2.01,meth_3.3.1,1
102.100.100/34228,102.100.100/34228,,NRS,KAI20160223_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,15.58,meth_3.3.1,1.87,meth_3.3.1,1
102.100.100/34310,102.100.100/34310,,NRS,KAI20160525_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,18.33,meth_3.3.1,1.96,meth_3.3.1,1
102.100.100/34311,102.100.100/34311,,NRS,KAI20160525_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,32.96,meth_3.3.1,1.76,meth_3.3.1,1
102.100.100/34315,102.100.100/34315,,NRS,KAI20160525_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,35.8,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/34312,102.100.100/34312,,NRS,KAI20160525_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,31.68,meth_3.3.1,1.91,meth_3.3.1,1
102.100.100/34313,102.100.100/34313,,NRS,KAI20160525_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,18.07,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/34314,102.100.100/34314,,NRS,KAI20160525_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,31.62,meth_3.3.1,1.71,meth_3.3.1,1
102.100.100/34817,102.100.100/34817,,NRS,KAI20160915_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34821,102.100.100/34821,,NRS,KAI20160915_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34818,102.100.100/34818,,NRS,KAI20160915_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34819,102.100.100/34819,,NRS,KAI20160915_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34820,102.100.100/34820,,NRS,KAI20160915_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34822,102.100.100/34822,,NRS,KAI20161118_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34823,102.100.100/34823,,NRS,KAI20161118_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34827,102.100.100/34827,,NRS,KAI20161118_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34824,102.100.100/34824,,NRS,KAI20161118_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34825,102.100.100/34825,,NRS,KAI20161118_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34826,102.100.100/34826,,NRS,KAI20161118_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35382,102.100.100/35382,,NRS,KAI20170315_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35383,102.100.100/35383,,NRS,KAI20170315_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35387,102.100.100/35387,,NRS,KAI20170315_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35384,102.100.100/35384,,NRS,KAI20170315_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35385,102.100.100/35385,,NRS,KAI20170315_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35386,102.100.100/35386,,NRS,KAI20170315_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35388,102.100.100/35388,,NRS,KAI20170518_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35389,102.100.100/35389,,NRS,KAI20170518_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35393,102.100.100/35393,,NRS,KAI20170518_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35390,102.100.100/35390,,NRS,KAI20170518_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35391,102.100.100/35391,,NRS,KAI20170518_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35392,102.100.100/35392,,NRS,KAI20170518_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139719,102.100.100/139719,77,NRS,KAI20170908_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139881,102.100.100/139881,669,NRS,KAI20170908_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402932,102.100.100/402932,78,NRS,KAI20170908_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139855,102.100.100/139855,79,NRS,KAI20170908_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139720,102.100.100/139720,81,NRS,KAI20171129_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139882,102.100.100/139882,675,NRS,KAI20171129_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402933,102.100.100/402933,82,NRS,KAI20171129_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139856,102.100.100/139856,83,NRS,KAI20171129_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139721,102.100.100/139721,73,NRS,KAI20180307_0,2,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/139883,102.100.100/139883,670,NRS,KAI20180307_100,2,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/402934,102.100.100/402934,74,NRS,KAI20180307_20,2,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/139857,102.100.100/139857,75,NRS,KAI20180307_50,2,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/139722,102.100.100/139722,69,NRS,KAI20180515_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139884,102.100.100/139884,671,NRS,KAI20180515_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402935,102.100.100/402935,70,NRS,KAI20180515_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402940,102.100.100/402940,71,NRS,KAI20180515_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139858,102.100.100/139858,72,NRS,KAI20180515_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139723,102.100.100/139723,543,NRS,KAI20181204_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139885,102.100.100/139885,577,NRS,KAI20181204_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402936,102.100.100/402936,942,NRS,KAI20181204_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141227,102.100.100/141227,943,NRS,KAI20181204_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139725,102.100.100/139725,544,NRS,KAI20190320_0,1.7,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/139887,102.100.100/139887,578,NRS,KAI20190320_100,1.9,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/402937,102.100.100/402937,918,NRS,KAI20190320_20,1.7,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/141228,102.100.100/141228,919,NRS,KAI20190320_50,1.9,Mechanical breakage - pump,,,-9999,-9999,-9999,-9999,1
102.100.100/139726,102.100.100/139726,601,NRS,KAI20190909_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139888,102.100.100/139888,621,NRS,KAI20190909_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141229,102.100.100/141229,922,NRS,KAI20190909_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402941,102.100.100/402941,923,NRS,KAI20190909_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139724,102.100.100/139724,545,NRS,KAI20191127_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139886,102.100.100/139886,579,NRS,KAI20191127_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402938,102.100.100/402938,926,NRS,KAI20191127_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402942,102.100.100/402942,927,NRS,KAI20191127_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141230,102.100.100/141230,928,NRS,KAI20191127_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141132,102.100.100/141132,1049,NRS,KAI20200204_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141173,102.100.100/141173,1054,NRS,KAI20200204_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402939,102.100.100/402939,1051,NRS,KAI20200204_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141231,102.100.100/141231,1052,NRS,KAI20200204_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141232,102.100.100/141232,1231,NRS,KAI20201123_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141233,102.100.100/141233,1236,NRS,KAI20201123_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402943,102.100.100/402943,1233,NRS,KAI20201123_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400707,102.100.100/400707,1234,NRS,KAI20201123_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141235,102.100.100/141235,1303,NRS,KAI20210202_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141234,102.100.100/141234,1308,NRS,KAI20210202_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402944,102.100.100/402944,1305,NRS,KAI20210202_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400708,102.100.100/400708,1306,NRS,KAI20210202_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400653,102.100.100/400653,1687,NRS,KAI20210505_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400674,102.100.100/400674,1692,NRS,KAI20210505_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402945,102.100.100/402945,1689,NRS,KAI20210505_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400673,102.100.100/400673,1690,NRS,KAI20210505_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400757,102.100.100/400757,1889,NRS,KAI20210914_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400758,102.100.100/400758,1893,NRS,KAI20210914_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402946,102.100.100/402946,1891,NRS,KAI20210914_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402950,102.100.100/402950,1892,NRS,KAI20210914_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400807,102.100.100/400807,1956,NRS,KAI20211122_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400830,102.100.100/400830,1961,NRS,KAI20211122_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402947,102.100.100/402947,1958,NRS,KAI20211122_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402951,102.100.100/402951,1959,NRS,KAI20211122_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400808,102.100.100/400808,1979,NRS,KAI20220128_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400831,102.100.100/400831,1980,NRS,KAI20220128_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405194,102.100.100/405194,2052,NRS,KAI20220128_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405195,102.100.100/405195,2053,NRS,KAI20220128_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400854,102.100.100/400854,2137,NRS,KAI20220509_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400877,102.100.100/400877,2142,NRS,KAI20220509_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402948,102.100.100/402948,2139,NRS,KAI20220509_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402952,102.100.100/402952,2140,NRS,KAI20220509_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400900,102.100.100/400900,2255,NRS,KAI20220901_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400918,102.100.100/400918,2256,NRS,KAI20220901_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403774,102.100.100/403774,3347,NRS,KAI20220901_20,2,,,,5.49,meth_3.3.3,-9999,-9999,1
102.100.100/405196,102.100.100/405196,3348,NRS,KAI20220901_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403775,102.100.100/403775,3349,NRS,KAI20220901_75,2,,,,6.61,meth_3.3.3,-9999,-9999,1
102.100.100/400940,102.100.100/400940,3000,NRS,KAI20221206_0,2,,,,6.06,meth_3.3.3,-9999,-9999,1
102.100.100/402868,102.100.100/402868,3005,NRS,KAI20221206_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402949,102.100.100/402949,3002,NRS,KAI20221206_20,2,,,,3.48,meth_3.3.3,-9999,-9999,1
102.100.100/402953,102.100.100/402953,3003,NRS,KAI20221206_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403696,102.100.100/403696,3228,NRS,KAI20230517_0,2,,,,4.76,meth_3.3.3,-9999,-9999,1
102.100.100/403697,102.100.100/403697,3230,NRS,KAI20230517_100,2,,,,3.88,meth_3.3.3,-9999,-9999,1
102.100.100/403706,102.100.100/403706,3279,NRS,KAI20230517_20,2,,,,3.13,meth_3.3.3,-9999,-9999,1
102.100.100/403707,102.100.100/403707,3280,NRS,KAI20230517_50,2,,,,1.2,meth_3.3.3,-9999,-9999,1
102.100.100/403698,102.100.100/403698,3231,NRS,KAI20231026_0,2,,,,8.99,meth_3.3.3,-9999,-9999,1
102.100.100/403699,102.100.100/403699,3232,NRS,KAI20231026_100,2,,,,2.37,meth_3.3.3,-9999,-9999,1
102.100.100/403708,102.100.100/403708,3282,NRS,KAI20231026_20,2,,,,5.83,meth_3.3.3,-9999,-9999,1
102.100.100/403709,102.100.100/403709,3283,NRS,KAI20231026_50,2,,,,0.809,meth_3.3.3,-9999,-9999,1
102.100.100/403745,102.100.100/403745,3284,NRS,KAI20240320_0,2,,,,10.6,meth_3.3.3,-9999,-9999,1
102.100.100/403713,102.100.100/403713,3289,NRS,KAI20240320_100,2,,,,3.66,meth_3.3.3,-9999,-9999,1
102.100.100/403710,102.100.100/403710,3286,NRS,KAI20240320_20,2,,,,13.9,meth_3.3.3,-9999,-9999,1
102.100.100/403712,102.100.100/403712,3287,NRS,KAI20240320_50,2,,,,2.21,meth_3.3.3,-9999,-9999,1
102.100.100/404427,102.100.100/404427,3505,NRS,KAI20240522_0,2,,,,0.322,meth_3.3.3,-9999,-9999,1
102.100.100/404441,102.100.100/404441,3508,NRS,KAI20240522_100,2,,,,0.924,meth_3.3.3,-9999,-9999,1
102.100.100/404439,102.100.100/404439,3506,NRS,KAI20240522_20,2,,,,0.268,meth_3.3.3,-9999,-9999,1
102.100.100/404440,102.100.100/404440,3507,NRS,KAI20240522_50,2,,,,1.18,meth_3.3.3,-9999,-9999,1
102.100.100/405017,102.100.100/405017,3640,NRS,KAI20240923_0,2,,,,10.4,meth_3.3.3,-9999,-9999,1
102.100.100/405038,102.100.100/405038,3643,NRS,KAI20240923_100,2,,,,3.06,meth_3.3.3,-9999,-9999,1
102.100.100/405035,102.100.100/405035,3641,NRS,KAI20240923_20,2,,,,5.42,meth_3.3.3,-9999,-9999,1
102.100.100/405037,102.100.100/405037,3642,NRS,KAI20240923_50,2,,,,10.7,meth_3.3.3,-9999,-9999,1
102.100.100/405390,102.100.100/405390,3687,NRS,KAI20241118_0,2,,,,3.5,meth_3.3.3,-9999,-9999,1
102.100.100/405413,102.100.100/405413,3692,NRS,KAI20241118_100,2,,,,3.47,meth_3.3.3,-9999,-9999,1
102.100.100/405411,102.100.100/405411,3689,NRS,KAI20241118_20,2,,,,5.07,meth_3.3.3,-9999,-9999,1
102.100.100/405412,102.100.100/405412,3690,NRS,KAI20241118_50,2,,,,5.44,meth_3.3.3,-9999,-9999,1
102.100.100/665319,102.100.100/665319,Jodie10,NRS,KAI20250210_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/665327,102.100.100/665327,Jodie13,NRS,KAI20250210_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/703445,102.100.100/703445,Jodie11,NRS,KAI20250210_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/665330,102.100.100/665330,Jodie14,NRS,KAI20250210_control,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/665324,102.100.100/665324,Jodie12,NRS,KAI20250210_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/404428,102.100.100/404428,3498,NRS,MAI20240421_0,2,,,,3.01,meth_3.3.3,-9999,-9999,1
102.100.100/405471,102.100.100/405471,Jodie1,NRS,KAI20250520_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405474,102.100.100/405474,Jodie4,NRS,KAI20250520_100,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405472,102.100.100/405472,Jodie2,NRS,KAI20250520_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405473,102.100.100/405473,Jodie3,NRS,KAI20250520_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405475,102.100.100/405475,Jodie5,NRS,KAI20250520_control,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35718,102.100.100/35718,,NRS,MAI20120222_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35719,102.100.100/35719,,NRS,MAI20120222_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35720,102.100.100/35720,,NRS,MAI20120222_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35721,102.100.100/35721,,NRS,MAI20120222_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35722,102.100.100/35722,,NRS,MAI20120222_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35723,102.100.100/35723,,NRS,MAI20120222_82,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35724,102.100.100/35724,,NRS,MAI20120326_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35725,102.100.100/35725,,NRS,MAI20120326_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35726,102.100.100/35726,,NRS,MAI20120326_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35727,102.100.100/35727,,NRS,MAI20120326_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
