sample_id,source_mat_id,imos_site_code,coastal_id,sample_type,utc_date_sampled,utc_time_sampled,collection_date,notes,depth,tot_depth_water_col,samp_size,samp_vol_we_dna_ext,sample_volume_notes,sample_integrity_warnings,temp,AM_internal_notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,ammonium,chlorophyll_a,chlorophyll_ctd,conductivity_aqueous,fluor,nitrate_nitrite,nitrite,oxygen,par,part_org_carb,ph,phosphate,salinity,salinity_lab,secchi_depth,silicate,transmittance,tss,turbidity,nitrate,tot_nitro,tot_phosp
102.100.100/138898,102.100.100/138898,CSDBI,WQQ242_D1,Coastal water,29/09/2020,23:50:00,2020-09-29T23:50:00Z,,18,21,2,2,,,25.388,,,,,,0.023,0.211,0.208,,,0.03,BDL,,,7.88,,0.065,35.19,35.201,3,4.13,79.4,2.47,2.12,,,
102.100.100/138899,102.100.100/138899,CSFLB,WQQ240_D0,Coastal water,30/09/2020,1:30:00,2020-09-30T01:30:00Z,,0.5,9,2,2,,,25.2,,,,,,0.015,0.259,0.247,,,0.11,BDL,,,10.54,,0.055,35.18,35.24,2.5,4.38,54.8,4.88,4.17,,,
102.100.100/138900,102.100.100/138900,CSFLB,WQQ240_D0,Coastal water,30/09/2020,1:30:00,2020-09-30T01:30:00Z,,0.5,9,2,2,,,25.2,,,,,,0.015,0.259,0.247,,,0.11,BDL,,,10.54,,0.055,35.18,35.24,2.5,4.38,54.8,4.88,4.17,,,
102.100.100/138901,102.100.100/138901,CSFLB,WQQ240_D0,Coastal water,30/09/2020,1:30:00,2020-09-30T01:30:00Z,,0.5,9,2,2,,,25.2,,,,,,0.015,0.259,0.247,,,0.11,BDL,,,10.54,,0.055,35.18,35.24,2.5,4.38,54.8,4.88,4.17,,,
102.100.100/138902,102.100.100/138902,CSFLB,WQQ240_D1,Coastal water,30/09/2020,1:40:00,2020-09-30T01:40:00Z,,5,9,2,2,,,25.474,,,,,,0.024,0.317,0.315,,,0.04,BDL,,,12.48,,0.06,35.18,35.194,2.5,4.14,54.5,6.55,4.56,,,
102.100.100/138903,102.100.100/138903,CSFLB,WQQ240_D1,Coastal water,30/09/2020,1:40:00,2020-09-30T01:40:00Z,,5,9,2,2,,,25.474,,,,,,0.024,0.317,0.315,,,0.04,BDL,,,12.48,,0.06,35.18,35.194,2.5,4.14,54.5,6.55,4.56,,,
102.100.100/138904,102.100.100/138904,CSFLB,WQQ240_D1,Coastal water,30/09/2020,1:40:00,2020-09-30T01:40:00Z,,5,9,2,2,,,25.474,,,,,,0.024,0.317,0.315,,,0.04,BDL,,,12.48,,0.06,35.18,35.194,2.5,4.14,54.5,6.55,4.56,,,
102.100.100/138754,102.100.100/138754,CSBAI,,Coastal water,8/10/2020,1:02:00,2020-10-08T01:02:00Z,Unusually low sample volume and counts across picoplankton groupings,2,,2,2,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138753,102.100.100/138753,CSBAI,,Coastal water,8/10/2020,1:12:00,2020-10-08T01:12:00Z,Unusually low sample volume and counts across picoplankton groupings,2,,2,2,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138752,102.100.100/138752,CSBAI,,Coastal water,8/10/2020,1:21:00,2020-10-08T01:21:00Z,Unusually low sample volume and counts across picoplankton groupings,2,,2,2,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138645,102.100.100/138645,CSTRP,,Coastal water,8/10/2020,14:00:00,2020-10-08T14:00:00Z,,2,,2,2,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138646,102.100.100/138646,CSTRP,,Coastal water,8/10/2020,14:15:00,2020-10-08T14:15:00Z,,2,,2,2,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138647,102.100.100/138647,CSTRP,,Coastal water,8/10/2020,14:30:00,2020-10-08T14:30:00Z,,2,,2,2,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/139009,102.100.100/139009,CSLOR,EPA VIC Site_Id 369,Coastal water,21/10/2020,0:30:00,2020-10-21T00:30:00Z,,2,,,,,,16.3743,,,,,,1.071,0.5,,,0.57,0.714,0.143,295.581,717.59,,8.714,3.551,35.615,,4,3.828,,5.7,0.713,,,
102.100.100/139010,102.100.100/139010,CSLOR,EPA VIC Site_Id 369,Coastal water,21/10/2020,0:35:00,2020-10-21T00:35:00Z,,2,,,,,,16.3743,,,,,,1.071,0.5,,,0.57,0.714,0.143,295.581,717.59,,8.714,3.551,35.615,,4,3.828,,5.7,0.713,,,
102.100.100/139011,102.100.100/139011,CSLOR,EPA VIC Site_Id 369,Coastal water,21/10/2020,0:40:00,2020-10-21T00:40:00Z,,2,,,,,,16.3743,,,,,,1.071,0.5,,,0.57,0.714,0.143,295.581,717.59,,8.714,3.551,35.615,,4,3.828,,5.7,0.713,,,
102.100.100/139006,102.100.100/139006,CSHOB,EPA VIC Site_Id 1991,Coastal water,21/10/2020,23:30:00,2020-10-21T23:30:00Z,,2,,,,,,16.2362,,18.1,meth_3.3.1,2.08,meth_3.3.1,0.785,0.5,,,2.01,0.5,0.357,255.11,61.061,,8.574,2.131,33.039,,2.5,4.827,,9.2,1.942,0.143,4.2e-05,8e-06
102.100.100/139007,102.100.100/139007,CSHOB,EPA VIC Site_Id 1991,Coastal water,21/10/2020,23:35:00,2020-10-21T23:35:00Z,,2,,,,,,16.2362,,9.446,meth_3.3.1,2.53,meth_3.3.1,0.785,0.5,,,2.01,0.5,0.357,255.11,61.061,,8.574,2.131,33.039,,2.5,4.827,,9.2,1.942,0.143,4.2e-05,8e-06
102.100.100/139008,102.100.100/139008,CSHOB,EPA VIC Site_Id 1991,Coastal water,21/10/2020,23:40:00,2020-10-21T23:40:00Z,,2,,,,,,16.2362,,56.7,meth_3.3.1,1.94,meth_3.3.1,0.785,0.5,,,2.01,0.5,0.357,255.11,61.061,,8.574,2.131,33.039,,2.5,4.827,,9.2,1.942,0.143,4.2e-05,8e-06
102.100.100/138751,102.100.100/138751,CSBAI,,Coastal water,22/10/2020,0:52:00,2020-10-22T00:52:00Z,,2,,2,2,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138750,102.100.100/138750,CSBAI,,Coastal water,22/10/2020,0:59:00,2020-10-22T00:59:00Z,,2,,2,2,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138749,102.100.100/138749,CSBAI,,Coastal water,22/10/2020,1:10:00,2020-10-22T01:10:00Z,,2,,2,2,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138648,102.100.100/138648,CSTRP,,Coastal water,22/10/2020,12:55:00,2020-10-22T12:55:00Z,,2,,2,2,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138649,102.100.100/138649,CSTRP,,Coastal water,22/10/2020,13:00:00,2020-10-22T13:00:00Z,,2,,2,2,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138650,102.100.100/138650,CSTRP,,Coastal water,22/10/2020,13:10:00,2020-10-22T13:10:00Z,,2,,2,2,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138748,102.100.100/138748,CSBAI,,Coastal water,5/11/2020,0:45:00,2020-11-05T00:45:00Z,,2,,2,2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138747,102.100.100/138747,CSBAI,,Coastal water,5/11/2020,1:05:00,2020-11-05T01:05:00Z,,2,,2,2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138746,102.100.100/138746,CSBAI,,Coastal water,5/11/2020,1:25:00,2020-11-05T01:25:00Z,,2,,2,2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138651,102.100.100/138651,CSTRP,,Coastal water,5/11/2020,12:50:00,2020-11-05T12:50:00Z,,2,,2,2,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138652,102.100.100/138652,CSTRP,,Coastal water,5/11/2020,12:55:00,2020-11-05T12:55:00Z,,2,,2,2,,,18.5,hylims harvest issue - data coming,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138653,102.100.100/138653,CSTRP,,Coastal water,5/11/2020,13:05:00,2020-11-05T13:05:00Z,,2,,2,2,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138745,102.100.100/138745,CSBAI,,Coastal water,19/11/2020,0:36:00,2020-11-19T00:36:00Z,,2,,2,2,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138744,102.100.100/138744,CSBAI,,Coastal water,19/11/2020,0:47:00,2020-11-19T00:47:00Z,,2,,2,2,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138743,102.100.100/138743,CSBAI,,Coastal water,19/11/2020,0:54:00,2020-11-19T00:54:00Z,,2,,2,2,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138654,102.100.100/138654,CSTRP,,Coastal water,19/11/2020,13:05:00,2020-11-19T13:05:00Z,,2,,2,2,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138655,102.100.100/138655,CSTRP,,Coastal water,19/11/2020,13:10:00,2020-11-19T13:10:00Z,,2,,2,2,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138656,102.100.100/138656,CSTRP,,Coastal water,19/11/2020,13:15:00,2020-11-19T13:15:00Z,,2,,2,2,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/139012,102.100.100/139012,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/11/2020,21:20:00,2020-11-24T21:20:00Z,,2,,,,,,18.9324,,14.31,meth_3.3.1,2.15,meth_3.3.1,1,1.6,,,1.711,0.785,0.143,212.795,38.826,,8.262,1.55,34.072,,2.5,4.161,,4.5,1.791,0.643,2.9e-05,7e-06
102.100.100/139013,102.100.100/139013,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/11/2020,21:23:00,2020-11-24T21:23:00Z,,2,,,,,,18.9324,,16.96,meth_3.3.1,2.25,meth_3.3.1,1,1.6,,,1.711,0.785,0.143,212.795,38.826,,8.262,1.55,34.072,,2.5,4.161,,4.5,1.791,0.643,2.9e-05,7e-06
102.100.100/139014,102.100.100/139014,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/11/2020,21:26:00,2020-11-24T21:26:00Z,,2,,,,,,18.9324,,44.65,meth_3.3.1,2.02,meth_3.3.1,1,1.6,,,1.711,0.785,0.143,212.795,38.826,,8.262,1.55,34.072,,2.5,4.161,,4.5,1.791,0.643,2.9e-05,7e-06
102.100.100/139015,102.100.100/139015,CSLOR,EPA VIC Site_Id 369,Coastal water,24/11/2020,23:30:00,2020-11-24T23:30:00Z,,2,,,,,,19.2915,,,,,,3.57,11,,,22.355,2.713,0.5,322.364,855.48,,8.416,8.717,35.006,,2,8.655,,7.6,2.005,2.21,5.8e-05,3.2e-05
102.100.100/139016,102.100.100/139016,CSLOR,EPA VIC Site_Id 369,Coastal water,24/11/2020,23:30:00,2020-11-24T23:30:00Z,,2,,,,,,19.2915,,,,,,3.57,11,,,22.355,2.713,0.5,322.364,855.48,,8.416,8.717,35.006,,2,8.655,,7.6,2.005,2.21,5.8e-05,3.2e-05
102.100.100/139017,102.100.100/139017,CSLOR,EPA VIC Site_Id 369,Coastal water,24/11/2020,23:30:00,2020-11-24T23:30:00Z,,2,,,,,,19.2915,,,,,,3.57,11,,,22.355,2.713,0.5,322.364,855.48,,8.416,8.717,35.006,,2,8.655,,7.6,2.005,2.21,5.8e-05,3.2e-05
102.100.100/138742,102.100.100/138742,CSBAI,,Coastal water,3/12/2020,2:01:00,2020-12-03T02:01:00Z,,2,,2,2,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138741,102.100.100/138741,CSBAI,,Coastal water,3/12/2020,2:10:00,2020-12-03T02:10:00Z,,2,,2,2,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138740,102.100.100/138740,CSBAI,,Coastal water,3/12/2020,2:16:00,2020-12-03T02:16:00Z,,2,,2,2,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138657,102.100.100/138657,CSTRP,,Coastal water,3/12/2020,11:30:00,2020-12-03T11:30:00Z,,2,,2,2,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138658,102.100.100/138658,CSTRP,,Coastal water,3/12/2020,11:40:00,2020-12-03T11:40:00Z,,2,,2,2,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138659,102.100.100/138659,CSTRP,,Coastal water,3/12/2020,11:45:00,2020-12-03T11:45:00Z,,2,,2,2,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/139018,102.100.100/139018,CSHOB,EPA VIC Site_Id 1991,Coastal water,15/12/2020,21:18:00,2020-12-15T21:18:00Z,,2,,,,,,19.8605,,53.6,meth_3.3.1,1.97,meth_3.3.1,0.428,0.5,,,0.753,0.714,0.071,226.827,315.55,,8.245,1.743,34.437,,3,2.663,,3,0.914,0.643,3e-05,8e-06
102.100.100/139019,102.100.100/139019,CSHOB,EPA VIC Site_Id 1991,Coastal water,15/12/2020,21:24:00,2020-12-15T21:24:00Z,,2,,,,,,19.8605,,63.56,meth_3.3.1,1.85,meth_3.3.1,0.428,0.5,,,0.753,0.714,0.071,226.827,315.55,,8.245,1.743,34.437,,3,2.663,,3,0.914,0.643,3e-05,8e-06
102.100.100/139020,102.100.100/139020,CSHOB,EPA VIC Site_Id 1991,Coastal water,15/12/2020,21:27:00,2020-12-15T21:27:00Z,,2,,,,,,19.8605,,75.26,meth_3.3.1,1.89,meth_3.3.1,0.428,0.5,,,0.753,0.714,0.071,226.827,315.55,,8.245,1.743,34.437,,3,2.663,,3,0.914,0.643,3e-05,8e-06
102.100.100/139021,102.100.100/139021,CSLOR,EPA VIC Site_Id 369,Coastal water,16/12/2020,0:50:00,2020-12-16T00:50:00Z,,2,,,,,,20.2008,,,,,,0.286,1.1,,,1.084,0.643,0.071,226.983,1093.5,,8.283,0.194,35.535,,2.5,14.979,,3.9,1.752,0.571,2.9e-05,1e-05
102.100.100/139022,102.100.100/139022,CSLOR,EPA VIC Site_Id 369,Coastal water,16/12/2020,0:54:00,2020-12-16T00:54:00Z,,2,,,,,,20.2008,,,,,,0.286,1.1,,,1.084,0.643,0.071,226.983,1093.5,,8.283,0.194,35.535,,2.5,14.979,,3.9,1.752,0.571,2.9e-05,1e-05
102.100.100/139023,102.100.100/139023,CSLOR,EPA VIC Site_Id 369,Coastal water,16/12/2020,0:58:00,2020-12-16T00:58:00Z,,2,,,,,,20.2008,,,,,,0.286,1.1,,,1.084,0.643,0.071,226.983,1093.5,,8.283,0.194,35.535,,2.5,14.979,,3.9,1.752,0.571,2.9e-05,1e-05
102.100.100/138739,102.100.100/138739,CSBAI,,Coastal water,17/12/2020,0:19:00,2020-12-17T00:19:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138738,102.100.100/138738,CSBAI,,Coastal water,17/12/2020,0:27:00,2020-12-17T00:27:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138737,102.100.100/138737,CSBAI,,Coastal water,17/12/2020,0:34:00,2020-12-17T00:34:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138660,102.100.100/138660,CSTRP,,Coastal water,17/12/2020,11:47:00,2020-12-17T11:47:00Z,,2,,2,2,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138661,102.100.100/138661,CSTRP,,Coastal water,17/12/2020,11:54:00,2020-12-17T11:54:00Z,,2,,2,2,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138662,102.100.100/138662,CSTRP,,Coastal water,17/12/2020,11:59:00,2020-12-17T11:59:00Z,,2,,2,2,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138663,102.100.100/138663,CSTRP,,Coastal water,30/12/2020,12:19:00,2020-12-30T12:19:00Z,,2,,2,2,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138664,102.100.100/138664,CSTRP,,Coastal water,30/12/2020,12:25:00,2020-12-30T12:25:00Z,,2,,2,2,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138665,102.100.100/138665,CSTRP,,Coastal water,30/12/2020,12:30:00,2020-12-30T12:30:00Z,,2,,2,2,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138736,102.100.100/138736,CSBAI,,Coastal water,31/12/2020,0:30:00,2020-12-31T00:30:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138735,102.100.100/138735,CSBAI,,Coastal water,31/12/2020,0:55:00,2020-12-31T00:55:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138734,102.100.100/138734,CSBAI,,Coastal water,31/12/2020,1:30:00,2020-12-31T01:30:00Z,,2,,2,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138733,102.100.100/138733,CSBAI,,Coastal water,14/01/2021,0:14:00,2021-01-14T00:14:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138732,102.100.100/138732,CSBAI,,Coastal water,14/01/2021,0:30:00,2021-01-14T00:30:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138731,102.100.100/138731,CSBAI,,Coastal water,14/01/2021,0:44:00,2021-01-14T00:44:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138666,102.100.100/138666,CSTRP,,Coastal water,14/01/2021,11:30:00,2021-01-14T11:30:00Z,,2,,2,2,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138667,102.100.100/138667,CSTRP,,Coastal water,14/01/2021,11:35:00,2021-01-14T11:35:00Z,,2,,2,2,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138668,102.100.100/138668,CSTRP,,Coastal water,14/01/2021,11:40:00,2021-01-14T11:40:00Z,,2,,2,2,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138730,102.100.100/138730,CSBAI,,Coastal water,28/01/2021,1:44:00,2021-01-28T01:44:00Z,,2,,2,2,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138729,102.100.100/138729,CSBAI,,Coastal water,28/01/2021,1:59:00,2021-01-28T01:59:00Z,,2,,2,2,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138728,102.100.100/138728,CSBAI,,Coastal water,28/01/2021,2:09:00,2021-01-28T02:09:00Z,,2,,2,2,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138669,102.100.100/138669,CSTRP,,Coastal water,28/01/2021,11:26:00,2021-01-28T11:26:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138670,102.100.100/138670,CSTRP,,Coastal water,28/01/2021,11:34:00,2021-01-28T11:34:00Z,,2,,2,2,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138671,102.100.100/138671,CSTRP,,Coastal water,28/01/2021,11:38:00,2021-01-28T11:38:00Z,,2,,2,2,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138727,102.100.100/138727,CSBAI,,Coastal water,11/02/2021,0:28:00,2021-02-11T00:28:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138726,102.100.100/138726,CSBAI,,Coastal water,11/02/2021,0:38:00,2021-02-11T00:38:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138725,102.100.100/138725,CSBAI,,Coastal water,11/02/2021,0:47:00,2021-02-11T00:47:00Z,,2,,2,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138905,102.100.100/138905,CSTRM,WQQ296_D0,Coastal water,11/02/2021,3:02:00,2021-02-11T03:02:00Z,,2,8,2,2,,,ND,,,,,,ND,1.279,1.03,,,0.22,0.07,,,29.42,,0.035,30.52,29.193,3,26.9,53.3,5.54,ND,,,
102.100.100/138906,102.100.100/138906,CSTRM,WQQ296_D0,Coastal water,11/02/2021,3:04:00,2021-02-11T03:04:00Z,,2,8,2,2,,,ND,,,,,,ND,1.279,1.03,,,0.22,0.07,,,29.42,,0.035,30.52,29.193,3,26.9,53.3,5.54,ND,,,
102.100.100/138907,102.100.100/138907,CSTRM,WQQ296_D0,Coastal water,11/02/2021,3:06:00,2021-02-11T03:06:00Z,,2,8,2,2,,,ND,,,,,,ND,1.279,1.03,,,0.22,0.07,,,29.42,,0.035,30.52,29.193,3,26.9,53.3,5.54,ND,,,
102.100.100/138672,102.100.100/138672,CSTRP,,Coastal water,11/02/2021,11:34:00,2021-02-11T11:34:00Z,,2,,2,2,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138673,102.100.100/138673,CSTRP,,Coastal water,11/02/2021,11:45:00,2021-02-11T11:45:00Z,,2,,2,2,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138674,102.100.100/138674,CSTRP,,Coastal water,11/02/2021,11:50:00,2021-02-11T11:50:00Z,,2,,2,2,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/138908,102.100.100/138908,CSRMR,WQQ305_D0,Coastal water,13/02/2021,4:20:00,2021-02-13T04:20:00Z,,2,13,2,2,,,ND,,,,,,ND,0.218,0.299,,,0.24,BDL,,,8.52,,BDL,30.92,32.566,3.5,9.87,81.5,0.61,ND,,,
102.100.100/138909,102.100.100/138909,CSRMR,WQQ305_D0,Coastal water,13/02/2021,4:22:00,2021-02-13T04:22:00Z,,2,13,2,2,,,ND,,,,,,ND,0.218,0.299,,,0.24,BDL,,,8.52,,BDL,30.92,32.566,3.5,9.87,81.5,0.61,ND,,,
102.100.100/138910,102.100.100/138910,CSRMR,WQQ305_D0,Coastal water,13/02/2021,4:24:00,2021-02-13T04:24:00Z,,2,13,2,2,,,ND,,,,,,ND,0.218,0.299,,,0.24,BDL,,,8.52,,BDL,30.92,32.566,3.5,9.87,81.5,0.61,ND,,,
102.100.100/138911,102.100.100/138911,CSGNI,WQQ314_D0,Coastal water,14/02/2021,2:45:00,2021-02-14T02:45:00Z,,0.5,40,2,2,,,30.313,,,,,,BDL,0.113,0.233,,,0.65,BDL,,,4.95,,BDL,33.54,33.557,18,3.77,94.2,BDL,ND,,,
102.100.100/138914,102.100.100/138914,CSGNI,WQQ314_D1,Coastal water,14/02/2021,2:45:00,2021-02-14T02:45:00Z,,36,40,2,2,,,28.79,,,,,,0.022,0.243,0.493,,,0.04,BDL,,,3.45,,0.03,34.67,34.662,18,1.27,95.4,0.13,ND,,,
102.100.100/138912,102.100.100/138912,CSGNI,WQQ314_D0,Coastal water,14/02/2021,2:47:00,2021-02-14T02:47:00Z,,0.5,40,2,2,,,30.313,,,,,,BDL,0.113,0.233,,,0.65,BDL,,,4.95,,BDL,33.54,33.557,18,3.77,94.2,BDL,ND,,,
102.100.100/138915,102.100.100/138915,CSGNI,WQQ314_D1,Coastal water,14/02/2021,2:47:00,2021-02-14T02:47:00Z,,36,40,2,2,,,28.79,,,,,,0.022,0.243,0.493,,,0.04,BDL,,,3.45,,0.03,34.67,34.662,18,1.27,95.4,0.13,ND,,,
102.100.100/138913,102.100.100/138913,CSGNI,WQQ314_D0,Coastal water,14/02/2021,2:49:00,2021-02-14T02:49:00Z,,0.5,40,2,2,,,30.313,,,,,,BDL,0.113,0.233,,,0.65,BDL,,,4.95,,BDL,33.54,33.557,18,3.77,94.2,BDL,ND,,,
102.100.100/138916,102.100.100/138916,CSGNI,WQQ314_D1,Coastal water,14/02/2021,2:49:00,2021-02-14T02:49:00Z,,36,40,2,2,,,28.79,,,,,,0.022,0.243,0.493,,,0.04,BDL,,,3.45,,0.03,34.67,34.662,18,1.27,95.4,0.13,ND,,,
102.100.100/138917,102.100.100/138917,CSYKK,WQQ316_D0,Coastal water,14/02/2021,4:24:00,2021-02-14T04:24:00Z,,0.5,11,2,2,,,30.614,,,,,,BDL,0.232,ND,,,0.23,BDL,,,9.84,,BDL,32.02,32.076,6,9.5,84.4,0.7,ND,,,
